PROLIFIC_PID,Question,qns_options,quest_num,answer_num,question_load_timestamp,next_btn_timestamp,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
65108d02742b73e5f03efb63,"<b>If the political party I support messes up, it makes me think you can?t trust anyone these days",Highly disagree,55/94,1,1708009463653,1708009467745,\1\,1708009464801,1708009464801,1148,1148,4092,buq,qns-item-noham,55,598584,0.0-1.0-0.54,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People?s brains turn off when they talk about politics.,Highly disagree,56/94,1,1708009467747,1708009471521,\1\,1708009468530,1708009468530,783,783,3774,buq,qns-item-noham,56,602360,0.0-1.0-0.55,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People who are wrong are usually just ignoring the obvious.,Highly disagree,57/94,1,1708009471523,1708009475050,\1\,1708009472481,1708009472481,958,958,3527,buq,qns-item-noham,57,605889,0.0-1.0-0.56,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When forming my views on people, I rely more on what they are like now rather than rely on my past experience with them.",Highly disagree,58/94,1,1708009475052,1708009476689,\1\,1708009475641,1708009475641,589,589,1637,buq,qns-item-noham,58,607528,0.0-1.0-0.57,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When people contradict my beliefs, I usually know about their evidence already.",Highly disagree,59/94,1,1708009476691,1708009478153,\1\,1708009477393,1708009477393,702,702,1462,buq,qns-item-noham,59,608992,0.0-1.0-0.58,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Figuring out what?s true and what?s false mainly requires a strong moral compass.,Highly disagree,60/94,2,1708009478155,1708009506625,\1\,1708009487209,1708009505225,9054,27070,28470,buq,qns-item-noham,60,637464,0.0-1.0-0.59,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>Usually I?m wrong about simple things, not complicated ones.",Highly disagree,61/94,1,1708009506627,1708009510473,\1\,1708009509553,1708009509553,2926,2926,3846,buq,qns-item-noham,61,641312,0.0-1.0-0.60,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Getting all the information I want about important things is hard.,Highly disagree,62/94,2,1708009510475,1708009516873,\1\,1708009511265,1708009516201,790,5726,6398,buq,qns-item-noham,62,647712,0.0-1.0-0.61,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Most false beliefs spread because people try to deceive one another.,Highly disagree,63/94,1,1708009516875,1708009553386,\1\,1708009550578,1708009550578,33703,33703,36511,buq,qns-item-noham,63,684225,0.0-1.0-0.62,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I can usually find something to agree with in most people?s beliefs.,Highly disagree,64/94,3,1708009553388,1708009560970,\3\,1708009559898,1708009559898,6510,6510,7582,buq,qns-item-noham,64,691809,0.0-1.0-0.63,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I only form my views of people once I get to know them very well.,Highly disagree,65/94,3,1708009560972,1708009567634,\1\,1708009562138,1708009566930,1166,5958,6662,buq,qns-item-noham,65,698473,0.0-1.0-0.64,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When people tell me important things about the world, I usually believe them.",Highly disagree,66/94,1,1708009567636,1708009569850,\1\,1708009568434,1708009568434,798,798,2214,buq,qns-item-noham,66,700689,0.0-1.0-0.65,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If a friend does something that upsets me, it reminds me what an unpredictable place the world is.",Highly disagree,67/94,1,1708009569852,1708009607890,\1\,1708009570538,1708009570538,686,686,38038,buq,qns-item-noham,67,738729,0.0-1.0-0.66,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People tend to believe whatever is good for their friends.,Highly disagree,68/94,1,1708009607892,1708009639434,\1\,1708009624210,1708009624210,16318,16318,31542,buq,qns-item-noham,68,770273,0.0-1.0-0.67,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I used to be more certain my beliefs were true.,Highly disagree,69/94,3,1708009639436,1708009643762,\1\,1708009640354,1708009643058,918,3622,4326,buq,qns-item-noham,69,774601,0.0-1.0-0.68,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>It?s often pretty easy to figure out whether something is true based on who said it.,Highly disagree,70/94,3,1708009643763,1708009702666,\1\,1708009644810,1708009702194,1047,58431,58903,buq,qns-item-noham,70,833505,0.0-1.0-0.69,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I transform into a hummingbird every day.,Highly disagree,71/94,1,1708009702668,1708009711890,\1\,1708009710978,1708009710978,8310,8310,9222,buq,qns-item-noham,71,842729,0.0-1.0-0.70,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I think a lot about arguments against my views.,Highly disagree,72/94,1,1708009711893,1708009713898,\1\,1708009712834,1708009712834,941,941,2005,buq,qns-item-noham,72,844737,0.0-1.0-0.71,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Personal experience is usually more important than facts and figures.,Highly disagree,73/94,3,1708009713900,1708009719810,\1\,1708009715034,1708009719010,1134,5110,5910,buq,qns-item-noham,73,850649,0.0-1.0-0.72,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I?ve been tricked before about important matters.,Highly disagree,74/94,3,1708009719812,1708009734226,\1\,1708009721218,1708009733482,1406,13670,14414,buq,qns-item-noham,74,865065,0.0-1.0-0.73,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I would need to be totally wowed if I were to change my opinion of a restaurant I don?t like.,Highly disagree,75/94,1,1708009734228,1708009752202,\1\,1708009735107,1708009735107,879,879,17974,buq,qns-item-noham,75,883041,0.0-1.0-0.74,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I care a lot about politics.,Highly disagree,76/94,3,1708009752204,1708009756913,\1\,1708009753130,1708009756361,926,4157,4709,buq,qns-item-noham,76,887752,0.0-1.0-0.75,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>There are some topics I?ve been really wrong about.,Highly disagree,77/94,2,1708009756915,1708009763385,\1\,1708009757985,1708009762689,1070,5774,6470,buq,qns-item-noham,77,894224,0.0-1.0-0.76,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Most beliefs can be supported with at least some evidence.,Highly disagree,78/94,3,1708009763387,1708009817585,\1\,1708009764121,1708009816929,734,53542,54198,buq,qns-item-noham,78,948424,0.0-1.0-0.77,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Other people make life out to be more complicated than it really is.,Highly disagree,79/94,1,1708009817587,1708009821345,\1\,1708009818505,1708009818505,918,918,3758,buq,qns-item-noham,79,952184,0.0-1.0-0.78,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>Policy details don?t matter much, just the big picture.",Highly disagree,80/94,1,1708009821347,1708009826217,\1\,1708009822338,1708009822338,991,991,4870,buq,qns-item-noham,80,957056,0.0-1.0-0.79,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I know my friends so well they can hardly ever surprise me.,Highly disagree,81/94,3,1708009826219,1708009867746,\1\,1708009830897,1708009867121,4678,40902,41527,buq,qns-item-noham,81,998585,0.0-1.0-0.80,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I do not often change my views on people.,Highly disagree,82/94,3,1708009867747,1708009873482,\3\,1708009872889,1708009872889,5142,5142,5735,buq,qns-item-noham,82,1004321,0.0-1.0-0.81,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I?m more certain about my beliefs than I used to be.,Highly disagree,83/94,3,1708009873484,1708009876458,\3\,1708009875946,1708009875946,2462,2462,2974,buq,qns-item-noham,83,1007297,0.0-1.0-0.82,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People often tell falsehoods unintentionally.,Highly disagree,84/94,1,1708009876461,1708009880122,\1\,1708009879586,1708009879586,3125,3125,3661,buq,qns-item-noham,84,1010961,0.0-1.0-0.83,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Most people don?t know much about most things.,Highly disagree,85/94,2,1708009880124,1708009885978,\1\,1708009884522,1708009885298,4398,5174,5854,buq,qns-item-noham,85,1016817,0.0-1.0-0.84,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If I find out something new about someone, I easily change my views about them.",Highly disagree,86/94,3,1708009885980,1708009892370,\3\,1708009891826,1708009891826,5846,5846,6390,buq,qns-item-noham,86,1023209,0.0-1.0-0.85,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Having true beliefs is difficult.,Highly disagree,87/94,1,1708009892372,1708009896730,\1\,1708009896170,1708009896170,3798,3798,4358,buq,qns-item-noham,87,1027569,0.0-1.0-0.86,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I don?t try new foods since I know I won?t like them.,Highly disagree,88/94,1,1708009896732,1708009900882,\1\,1708009899961,1708009899961,3229,3229,4150,buq,qns-item-noham,88,1031721,0.0-1.0-0.87,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Other people trick each other a lot.,Highly disagree,89/94,1,1708009900883,1708009904162,\1\,1708009903626,1708009903626,2743,2743,3279,buq,qns-item-noham,89,1035001,0.0-1.0-0.88,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I would need to learn a lot about a person for my opinion of them to be swayed.,Highly disagree,90/94,3,1708009904164,1708009934042,\3\,1708009933018,1708009933018,28854,28854,29878,buq,qns-item-noham,90,1064881,0.0-1.0-0.89,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People can?t usually trick me when it comes to topics I care about.,Highly disagree,91/94,3,1708009934044,1708009940233,\1\,1708009935001,1708009939657,957,5613,6189,buq,qns-item-noham,91,1071072,0.0-1.0-0.90,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I do not often change my views on food.,Highly disagree,92/94,3,1708009940235,1708009945105,\3\,1708009944129,1708009944129,3894,3894,4870,buq,qns-item-noham,92,1075944,0.0-1.0-0.91,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Specific policies are often very important to me.,Highly disagree,93/94,2,1708009945107,1708009951241,\2\,1708009950777,1708009950777,5670,5670,6134,buq,qns-item-noham,93,1082080,0.0-1.0-0.92,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Most people are woefully under-informed.,Highly disagree,94/94,2,1708009951244,1708009955489,\1\,1708009953585,1708009955001,2341,3757,4245,buq,qns-item-noham,94,1086328,0.0-1.0-0.93,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,,,,,,,,,,,,,,,,,,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
